image_id,text
MatAn-Nov27-05,"Теорема об д 5 до Сериаме Хое (9,в) Дон-во: 2 переход Индукция (дифф. в () Арифметических действиях действиях бск) дсп-т) п-ни в Сроизводными"
MatAn-Nov27-06,"5. (Соях х дает 0 Ленма , (4х подстановка Д-во: нулевой Яст) Ст-к) Примеры О если МНК Слугай"
MatAn-Nov27-07,"степени 4 П. т: т! Формула СКА"" точку Хо раскреем Скобки степени НП для многочлена и подставили Тейпора поймен, что Коэфф Т-многочлен стр Ск(х-хо) Д-во: (хо) Т-многочлен Тогда Положим к ПродиФФ равенство Ленне Многочкен Ленма просто Опр. Е п раз Тогда некоторые КОЭФА Тейлора т раз и 2. Пусть дифф. в.) Х. степени п в.)"
MatAn-Nov27-08,"и раз (хо)(х-х))- правилом д"") равенство вот Лемма - вет д"" (х) Формула Лопитая при х-эхо дифф. 1п,х. Нх) дач Тейлора - вет д(п.1) Сет Воспользуемся"
MatAn-Nov27-09,"что д у Е. П., Гто его б п раз Мн-н Тейлора Ф-и Г такой произв д.ст.) Мн-н 8(х) 1 степени Н - Д-во: д. степени - Тп,х. 2 Тейлора степяни Эйфф в Ф-ла Тейлора для Тейлора с остатком Формула Тейлора Замягание 1. Пеано СевиадСмот соотв Тейлора Эск (26) Проверим произв Мн-н Тейлора удовлетв в Форме уся Леммы"
MatAn-Nov27-10,"с тем, что США10: при Х-эхъ 5"" (%) Сет с остатком дифф в (-) Хо. Если степени СП Д-во СССР раз Эйфф в () наим. Ишдексом Пусть Тейлора Следствие противоречие Е и раз Ст -нешлевой р -такой мн-н степени Пеано Форме Формула вл т мн-н"
MatAn-Nov27-11,"между и т.д. д. же между д Оля некоторого с между Г (к) П-41 раз ЭИФФ даже выбору Д-во: Формула Тейлора возьмем ЭИФФ надо некоторого с между хх ЕСа, в Тогда суд между Хо их1, Лаграиха между остатком . С, Хо, и х, д (н. существ д(в) Эс Упт1 по Зафикс х и С, лежащая Форме возьмем такее к"
MatAn-Nov27-12,"Тогда П-1 раз ЭиФФ 2. Если Н. 2. Рп,хоб Г (х) остатком в (П-11)( Ахъ Еса,в) Лаграиха Формула Я:Ка,в)-эРК Следствия между 4 Еса,в) Если . С, Если 18 К. С, лежащая года существ Сп-1 (с) Форме Е. Ега, в), то 1 . Тейлора"
MatAn-Nov27-13,5- (0) -яп Пк эск(о) 1- ехр. но (яхр) -ехр. Элементарных Функций Х2к-1 2011) (2К-1)!! коэфа -это ЭК(б) Тейлора Формулы (везде-о) для
MatAn-Nov27-14,"воспользу отрезке ряда ехр отре сумма Тп(х)Част сунны опр МН-н Тейлора ряда Будем сумма ряда ("" Ехрх ряда Ряды (2 К-1)Т Тогда по -5Ри Х 2к-1 Е ехр в ГИ, СОЗ и Д Егор Х Хк ряда -Яи х Мн-н для рассм. (ехред ехр зок Га,67 Схр Частичная Тип - Хек Тейлора Та, в 7 Нхета,67 сумма"
MatAn-Oct02-01,"Строго возьмен условию Ху-С можно Положим Штольца Теорема возрастает и Зафиксируем Тогда Пусть СЕР, то"
MatAn-Oct02-02,"Теорема Выкинем начал Нагешая с некоторого места Уп Слугай сгитать, что Это Это выполнено всегда Тогда йт строго Штольца Рассм последовать Строго Соозрастают возрастает и Пусть СЛ-но, Тогда если Знаки у некоторого будем веР если Гетто и Ейт Уп-Нь"
MatAn-Oct02-03,Пример надо найти Итт считать Будем вот Отт вйт
MatAn-Oct02-04,"Скугай убывают Штольца слугаи проще строго Сет нужно берем М, начиная аналогично берем 10-хт 1-1Х т 1 его убывает строго посинвольно сеиалогично лишь и Теорема получим проверить Пусть Уп - и Остальные с Астремлин век совисдает Тогда если Хит,- Док-во: Слугай в- тю"
MatAn-Oct02-05,"предел предел Строго Исход ная подиося Опр исследование последовать ., то поднося последовал Если предел АЕР ва 1. АСТР число Свойство 2 Если Вне поднося ИЮДиОСА геры Хте юдиося шодносМедоват КошШое членов Рассм окр-то членов Б) лишь э) едоват возраст ЕСп, Глемов 84. Подпоследовал Пь Хиг, Хиз, Индуку имеет имеет конечное исследоват Подиосло Т. имеющие иодиося тельности Энодиосл. подиослед . 1, индексов Прим Возьмем последовать недовательность Замечание подносл"
MatAn-Oct02-06,"Пусть стягивают противоречие щихся отрезках ровио Георема Проверим, отрезках ваоженных Пусть вг( Гап,в.7 7 Ф П если Это точка С, Сап, вн з Состоит Тогда в п-ап пересечение две точки По теор о А-С-40"
MatAn-Oct02-07,"последов посл . выбрать Теорема можно находится Назовем тот Больцано идедер нижняя Д-во Вейерштрасса граница в атель иости послед отрезок граница верхняя Глецов живающихся (сх-ся - имеет Либо в Гате, в назвввввал ""тот либо отрезок и там) Выбор либо в Тах о членов назовем либо подиоследовал Шало Глемово хвательность Тацв1 ( генной ИЗ Любой Глемов конечный НОСЛ . при беской. Шсло Страсса в - какая-то по граниченной отрезков находится"
MatAn-Oct02-08,"2-х милиц вающихся Еп. Элиу послед 6 трезков. 1 Построение Тогда кол-во большим пгт Назвел Пусть получилась Членов послед шаге Элиу Возьмем на каждом в 2 гленов В отрезке Ил Га1, 61? Казовем Хп., В отрезке Гаг вг? есть глем подиоследоват послед. номером кол-во Глеиов уменьшаем В отрезке и ослед Выбрали бескои. кол-во Назовым его э) Там В номером фаза, т-е подиост ВО36мм какой-то глем посл. с бескои Стяги (пгсп.)"
MatAn-Oct02-09,"тельности поред Тогда 1- Шм в т последовательности . , на - Найдется границ граница Чтобы Иидексы Границ Д-во: Пусть не возраст неогранич выбрать подпослед верхняя различны ограничена найдется последов верхняя переставим иодиося верхняя получил стремящуюся Можно получилось Теорема сверху"
MatAn-Oct02-10,"подпоследовать Свойства 1 последовать возьмем ЗаФикс Фуидамеит Фуидамент (последовал такая Коши Найдется вательность ПЗМ Д-во Пусть Пример: последовать по следоват пограничена Найдется ЕСп, если Сходящаяся последовать М., дамеитальная, Берем два Гаст Опр Едовой Нп; т. предел 1Хп-1 1 предел Сходящ"
MatAn-Oct02-11,"Кочешый иредел последовать Критерий . У уидамент. и Кйт Коши предел поднося, Моспеджват. (пределСД) Рассм Если у по следоват подберем ожидамент св-воз Фундс по До кажем, что Фу найдется Она имеет Св-во 2 ЖКЗ Мг э) Тогда Пр Фуидамеит фундам имеет есть Зафикс сходящаяся а Фундамеит фунде тахЕМ, МЧ такее к Пуст подиося исходиая"
MatAn-Oct09-01,"Теорема Верхний существ возраст. убывающая Эп огр.снизу Сверху, то последовать Соглашение предел - 160 Хитг, - Р Опр. В Ясно, что вйт вйт Ст ю) предел последовательность на если неогр.,то Эп предел последовательности Обозначим предел Считаем, что последовать предел Существуют"
MatAn-Oct09-02,"не верхи. ХК У Хинг, А 6- Гетто Кет- и ИгэПЛ найдется наибо . ( найде м З. А- 1 не Х ХУ г -- . наибольший Последовать Найдется -- Ч наименьший граница верхн Теорема частичный имеет причем Док-во: 1. предел предел Поскольку Частичный граница найдется Айт-Пт Слугай АЕК гастичный верхн. случае граница предел Проверим, Поскольку предел Поскольку"
MatAn-Oct09-03,"подкося Слугай наибольший гастичный неогр. сверху предела предел Последовать Частичного предел Проверим предел гастичный случае пределы Слугае З. предел выберем наименьший случае Гет- (и в этом От-Пт не меньше частичный Док-60:1 любого Теорем Пусть имеет , т.е. последние Если последовать совпадают в- какой-то них одинаковых в ГР имеет предел, то"
MatAn-Oct09-04,"верхи в Замечание т.2. Хи З.Хи,Хит, -- Ч На самом бирж деле Д"" при -А биргх,Ххн) -- У р) больших А Сет бир НИЗМ пЭЛ Док-во: 2 п ЗМ Пойшем НИДЛ П больших А Теорем при"
MatAn-Oct09-05,контр контрпримеры в нерве Теорема Замечание: Фермул Отт Арифм . Если Упр придумать пред. переход примеры
MatAn-Oct09-06,"предел расходя 8 5. би не Ряд называется равен Г Частишая называется Если последовать сходимости ряда Окр вет сходящимся сумма ряда Теорема суммой имеет условие Ряды ряда) существует , если вт б, то кб равен ряда кбы ряд ., если втих Кбил Хи-О (т.е. не 1 со) Ряд называется СХ одится расходящимся (необходимое Док-во: или"
MatAn-Oct09-07,"ряд 1 1 прогрессия расходится Поймем, что расходится ряд ряд Сходится Геометрическая Примеры ряд 1916 1 Гармонический предела Ен Э тъ 1 ."
MatAn-Oct09-08,"Так и 2 вр.Сходятся, Единственность 1 . Част. Част. сумма Сходится ) послед. гаст. сумм 2. Если суммы рядов предел единств. Сходящихся сходятся, Свойства А Ряд Сходится"
MatAn-Oct09-09,сумм а подпослед получились в последнем конечного поднослед. Были ряда суммы гаст.сумм Схедимость предел Расстановка Добавление ( не влияет на выкидывание суммы не меняет гаст. сунны имеет но может влиять на Сунну влиять на а Сунну гаст. Д-во: обак Соотв. выбору выкинули суммы ряде
MatAn-Oct09-10,"зв л яг если Глава в любой 91. Мн-во точек окр-ть точки обозначаем г. интервал гаг произв Ш АН Е) Ям-ва Н. И-х Окрестность Предельные Содержатся Окрес точка проколотой Шиш-ва А. вида И. Г Окр-ти Предел предельная Пример Непрерывные Проколотая вида (А-Е, Функции Функции прош"
MatAn-Oct09-11,"выбрать такая последняя коскед. ее Х2На Р беской. моиот ХМЕЕ, М, В окр-ти магазин уже Возьмем Более ОКР-ТИ существ назовели правиосильных Возьмем Теорема находится Будем такая кол-во тоге, След. у АЕР строить -никано"" 7) Ойшху-а ред. условия, любой Ок найдется послед: строго назовели"
MatAn-Oct09-12,для б бо Для Опр. по Упр некоторого для некоторого означает атб) теорему исследоват пред Оир те Ахев Эббо (был)-А 1 Замегание Замечание. 1) 6-2 3) Гейне. Иа
MatAn-Oct09-13,"существ Рассм предел в йш Ойредея равны. поднося Предел 2.3 оцедел участвует Но послед Значения послед вет надо д-ть ГХи) имеет Рассм. эс. для любой Свойства 1 Д -во: поднося послед начения назовем Опр. по Ф-И, в Пусть в уч -хокальное Галеких не Гейне св-во, т-е. З."
MatAn-Oct16-01,"НхеЕ Противоречие равносильных через Гейне. Возьмем Пусть ЯцеЕ допр. по Гейне Опр. по От найдется хее Найден М От противного аххее взять бэо не Коши-ж предположим, что Обозначим такой Коши Коши -) Коши НСейдется Теорема Возьми Гейне Его точка Е. выберем Никакое Гейне Ойт Хи-а вет и Гейне Д-во: Опр. по жа дЭО из опр.по м такой Опр. по НайЗен М,т.2. Возьмим Еэо Опр. по для него А послед. ХпСЕ Н Ойт Коши а если ПЗЛ) т.е. какое Э(хи)-А. М,т-2. ах и какое ХпСЕ У Опр. по Коши бэо не подходит т.ч. (х-акб."
MatAn-Oct16-02,"пределов Замечание (Анг окр-ть Локальная ограниченность вет Глобальной Единственность 1. З. по Коши предела ограничена. Существо Возьмем Свойства Д-во: точка Е а-пред до для него Если огранич нет А-пред.точка Е. Существо в И ЛЕ Стабилизация Знака ред. 2 . Если для последней такая Тогда если хе имеют , т.е. если ХиСЕ Иа, что Если вып. (0) -) Возьмем значения найдется Е-1 в окр. такая -) Сят его пред. В Знака"
MatAn-Oct16-03,"Если В70,то Ойт проверять Возьмем Будем пределами вйт Гейне Ф-й Теорема Тогда АЕЙаПЕ. Если об а-э Нх) В Ялш х. предельном Се-пред. 4. вт ЕСэ) А действиях переходе для послед поир по Гейне От арифметических Теорема о А Если переходе в нерве"
MatAn-Oct16-04,"номера Опера для вет д(х) -А. вет Теорема двух Еще Проверяем Возьмем Оир по Д-во: д(х)-А Знаем, что И. ОСПЕЕ, т.г. нажиая с какого-то Тогда если вт Оир по Гейне Сет ху- а Тогда Знаем для Функций милиционерах вйт для после"
MatAn-Oct16-05,"для т.2 19-а Коши же о конечен АшЕ(хи) Его и Ойтху-а, то Гейне ГилЕ(хи) Существ. и А-пред. равносильцы 1х-акб. конечный вош Я(хи) Существо Ойт нему по нему Критерий Достат Коши пров 1. Пусть Проверим Функций След уся Возьмем Существ. А ерить, НХуЕЕ МУ-аб Возьмям Его подставил ее Найдется М. х-та Дет испр. по Существ. бэйз опр. по"
MatAn-Oct16-06,"скугает предел в(0) а) (а-ба) Та к Коши Е вС) а х-эа-0 Се-пред. Опр в () а) А А-Яжб,(х) то для ф-4 б-в тж) пред ним (ши),( 7.2 Ойт б-х) если АхеЕ Коши Замечание Замягание (левый выглядит (х-акб. А-правый Если вт точке а слева х-а- предел С) Е1 предел вт данном предел"
MatAn-Oct16-07,"Я(г)эСУ) АСУ) убывает, , если Нх, УСЕЕ возраст Е возрастающая Строго или 5 или -)ЕваКНУ) отвует и (х) существует и Г вет в; т Гет б(х) равен или Если бывает 2. х-ат моиотоииая "", если 7-2 . 5(х) бывает, если строго убывает, моиотоипая, если возрастает, если Я если 5 возрастает, если убывающая Строго строго возраста Жх, УСЕ Нх, УСЕ Его убыва 1 Если Ах, УЕЕ Замечания"
MatAn-Oct16-08,"Конечный 1. граница существ сверху Упр. Рассм Придумать Теорема огранич. оно огранич возрастает и в-зир Аналог. утв для А-пред. снизу, то Су в-Е., т-е Возьмем больший найдется 7) в Мн-ве -) у Положим убывает и Ейт 5(х) К есть эл-т, него есть А-бсха Огранич конечный обозначим его сверху, то 2 Если Е Если б С) Мн-ва и огранич. вт бир Ойт А(х) Е1- ЕЛ(-дь, а) Ш-во Ч в 1 в. качеств Конячмый качеств. Д-во: 1. верхняя Статья (х)Эв-Е."
MatAn-Oct16-09,гарантируют .-о Евустороннего Молот Н 2 Н огранич Замечание Существовал предела вет И х-пч
MatAn-Oct16-10,"али 4. по (2-а) Гейне непрерывна Иа, (: ), если существ . окр-ты вйт УХЕЕ А-не пред Него Иск) 2 по Коши АСЕ является Замечание в т. Непрерывные 8 2 предельной 2 по предельной Коши 3. С окрестн. функции"
MatAn-Oct16-11,"с пределами 4. Если до всех точках х с непрер.ф-ми Являющихся нейрер нейрер Рациональная Если вл. действиях с 4. а -пред. во 2-а непрер. в.) С Многочлены арифметических непрер предельной, то там все непрерывны во Непрер- непрер. в ()А 2. двух многочленов) действиях Непрер и теор. об Следствие 1.1 СериДМ Теорема об непрерывных Примеры (- Отношение"
MatAn-Oct16-12,"А-Ехр Е (ехрх-ехра)-0 1-4 непрерывна эсхра- (1-6) во всех Д-во: 1-4 Е ехра ехрх -ехра Сот Сехр х- ехра Сехр ж -ехр. ехра где ТЕ1-1 1-е ихр Ееехра, 4-я точках Теорема"
MatAn-Oct16-13,"всегда непрер. в Гейне АЕД 2- йт в С) а Ст-е вДум А-пред Тогда Дети теор ),то нейрер- есть нейрер и подставили в теории пред Д-во: Теорема Возьмем Непрер Сет Хп-а вйт нейрер. ) доз Если а-пред. Д-во: ( ), то композиции Следствие ЕСим А. вт д Оир по Тогда если д (Непрерывность Проверим Коир по Гейне непрер. В Если А не"
MatAn-Oct16-14,"Замечание Теорема Пример втт Условие непрерыва нейрер. нельзя что йт Поймем, непрер при х 7 0 Тогда если д д в () внел А-пред существует Условие Заменить на условие Поймем, что нельзя Заменить вот"
MatAn-Sep11-01,"в принципе АСПУ.-веА А 7 Ф пел), НаЕА ОСА. В найдется пех), нату найдется пел), Надо д-ть 7 пел), Для нобого пех), Сев УвеВ Рассм. А. противор. Принцип Архимеда Следствие Проверим противор 7 СЕР натуральное С-УК ПУ 7пел) ААФ поскольку иксируем Д-во: Зафи -) в 2 полноты найдется поскольку Пусть подставим в Архимеда НАЕА и НвеВ найдется Нве В Рассм 7ф"
MatAn-Sep11-02,"Эл-ты Следует, что Ши-во Во Если всех пел Пусть в Л Хин-наиб. Рит 1 это ХК есть наиб. эл-то конечном мн-ве есть наиб. Эл-т База индук Индукционный Пусть это ХК о ХК-наиб Возьмем ми-во математической всяком верны верно верно Рит1 переход Если Элементов Если Хр Д Принцип наибольший и наименьший Теорема Пусть индукции чисел есть В нем что верно утверждений. неиустом о конечном утвержд Рассм. Мн-во Эл-т в индукционн Р1 -верно Лен-ве веществ (очевидно)"
MatAn-Sep11-03,"НаеА у если найдется снизу границами х мн-во А , но для ми-ва А. А. Сследствие крикципа 2. П. подходящие х д ограничено сверх Не границами нижними Все подходящие ограничено УЕ ГК, что Сследствие Опр Ограничен назовел верхними если найдется сверху и Архимеда) снизу 12римеры сверх у ирикуила назовем ограничено ограничено Су, если такое снизу Все"
MatAn-Sep11-04,"втп ЕслиаЕВ АЕА найдется рассм. мм-во неи устоял сверху (наиняивший) На ЕА Чисел ириицина число пел) мн-ве наибольший натуральных В 7 ф то акву Тогда найдется весе А и й Эл-Т. Мн-ве Архимеда Берем ограниченном Пусть Число эл-в (43 ВТФ поскольку С ЕР, наименьшие в СВ найдется поскольку Следствие В ши-ве Д-во Назовели (снизу) :- бае конечное Тогда Во всяком целых В рассм ЕСим АФВ, Возьмем ограничено сверху Тогда с т непустом Теорема всяком Ми-во его У ЕВС чисел"
MatAn-Sep11-05,"Целое не 11) ГЕ (О превосходящее Целая сверху Теорема тогда в часть числа г Он и называется Д найдется ГЕО Киррацион по 1) 2 . Д -во:1) Свойства альтернативное Замечание веществ проверим Возьмем пел, найдется Частью числа обози (св во 1) 2) УЕФ Эл-т. Он и Е Сям наибольший наибольшее :- бае т.г. ХАГУ ограничено найдутся ) целой Опр. число, к"
MatAn-Sep11-06,пел наибольшая из его наименьшая из его Примеры обозначается бир А -1 Опр мм-во границ Обозначается пограниченное Ми-ва А. 4п 3 Спб инфимум Ашш-ва А. Супремуш Мы- во Снизу сверху бир А. непустое непустое супремуш Ограниченное инфимум границ нижних верхних А.
MatAn-Sep11-07,"полноты списку есть найдется то акс НаеА ВНФ Т.К.А. , что Шал есть СЕР, ТО АКС. полноты Сев НвеВ А Тогда Аев Шал непустого, Если к списку У любого для А (или п.2) 7) а в НАСА теоремы любой из Шал принцип Равиосильные для верхних гр Д-во верхних найдется погр.сверху граница В- мн-во его веществ сверху Возьмем Теорема Замечание ограниченного снизу Проверим Архимеда верхн. граница границ. По аксиоме ограниченного мм-ва границ проверить, что Жо С-бир А. 2. У АНФ непустого превосходит по огр сверху любого А добавить супремул инфимум 1. У аксиом Ли-ва надо и в ЕВ НвеВ полноты С- верхняя"
MatAn-Sep11-08,"2. У , Шал 2. Ф 7 В -верхняя А В-огр. сверху ств Д-во непустого веществ. Существуют На е границ йн- а 1. У Тогда Теорем В-верхняя бирА бирА Сбир В Шал есть для Ми-ва Снизу сверху в4-бир В А. любого граница для следует, что ограниченного инфимум Достаточно понять ограниченного В -верхняя Следствие Ми-ва бир граница граница любого супремум"". веществ Шал неиустого сверху снизу мм-ва"
MatAn-Sep11-09,"Нижней А АНЕ я профессора в 7 Н НЕго рм-ва Если х- в Если границей Иш-ва - означает , то О снизу нижняя для Им-ва то бу дем ЖЕго 3 число, большее Что любое а не может ( для ли-ва Обозначения А не явя: огр-сверху (2) Озиачает большее границей погр сверху быть нижней и будем писать А является писать ЕпФ бир Д-во: СД границей Теорема граница ХСА означает, что А а- сп-5 в-Е ЕХ"
MatAn-Sep11-10,"Апесеви . . - Есим НК, пелЛ найдется Упел Упеш СЕР 0 вз 7- - дятся СЕР Нпел Вложенность Вложешность найядятся Упел вложенных т.е. СЕТАп, в. НИЕЛ Отрезках Аи-ви Нпел) НКЕМ Если кэп Д -во СЕР ПО ОКС: полноты отрезков Тогда Теорема 0 Проверим ЧЕ"
MatAn-Sep11-11,"Ены )та ириацииа Теорема 0 Равиосильиа полуимтервалов Архимеда НИИЕАЛ Важио, теор. Аксиоме или шитервалов Г2 -1,414213. . Отрезках неверна Замечания найдется Теорема вложенных 4. по модулю Для Теорема кеверно Упел Тогда неверна , то 4. 2 . Для 1. что это п-, СЕГан, вид отрезки . или полиоты"
MatAn-Sep11-12,"Форнула вещ. Шала если п-печетис Последовательности 2. График Графическое вещественных Предел последовательности последоват: 2 . прямой рекуррентная Способы Глава Задания Операцияни если п-Гетио с в порядке Способы Задашия всех Ап п п п последоват всех 1 . чисел З. Формулы А1, Аз, Аз, б 1. Описание Т. Логическими последов Я М-Э РК представление возраст Явиая Фермула последовательностей М. С. Спг"
MatAn-Sep11-13,"сверху если последовать (снизу Ниелз убывающая последовательность последовательность (нестрого) ограничена, последовательность ограничено Нпелл Онр возрастающая если (сиизу) Т-е. найдется печ.) (нестрого) сверху Убыв ) возрастающая пех) моиотоипа 5. возраст Строго Последовательность ограничена ограничена 1.1 Последов последовательность ательность либо у строго , Сверху А, А Оверху, и снизу Нпел возраст если Оиа о Ап ЕС Стоющая , . , если ,либо СЕР если Ши-во ап3 если она либо 4 убывающая, если"
MatAn-Sep11-14,"вне Хп число Е., исследоват: Г. содержащего поснд в - Ейт Хп . Хн , членов по если вне Ейт Хи, лишь любого Него НЕДо 7 Л Опр исследовательности предел конечное интервала, находится Предел Опр С Количество"
MatAn-Sep18-01,"(Хп-ЕРЕ Что означает конечное Интервалы находится Замечание Ейт Хи, Симметр только симметричные номера некоторого последовательности исследовать содержащего рассм. интервалы Предел начиная если вне х количество число Можно предел лишь любого при которых Опр (Е-Е,С-Е) интервала, условие Ипдексов условие Хиер произв. Его - (фр.) Ихп-ЕГДЕ конечное число о членов поснд в - Ейт Хп (Е-Е, С-1 Е) Хиф произв лишь (Хи-ЧЕ С Опр послед Опр. в- его число в, т.е. вне : Хн, исследоват: Хн Индексов п, Ф."
MatAn-Sep18-02,". 1. Подходит ) (с последовательность Хотим найти М.,72. НпЗл Ойт Хп-С Стациоиарная последовать проверим И-1 1Е полк Подходит ЛГ-ГЕР-1 Примеры предела имеет"
MatAn-Sep18-03,"Хи-а и Ейт на п Перестановка предела единственный последоват предел вне какого-то из Местами Шало членов с кванторами интервалы вакинули Свойства последовать Противоречие равен определения Д-ть единственность предел рассм. новой бескошчиое какое-то кол-во последовать осплавательности помощью 1 . Если вы членов коя-во, То противн но каждый Ч Интервалов. что осталось Вне каждого в лишь на предел Упр. членов не влияет интервалов редел лежит -д-та Ойт Т.е. если 2. Д-16 З. Ху-С и из С из этих конечное"
MatAn-Sep18-04,"равен Д-во: 4. вне него Вернем Пусть предела в, то у Если предел бы последовательности не от этого не Пусть он и на лишь предел Д-во : размножить к он не появится не было, Рассм. Если равен в. 6. вет изменится предел он тоже С. исходную От противного От он появился, что она ограничена 5. Доб верхи гран. предел тахбе последа интервал исследован исходную последнюю Кратиостыь) появится по св-ву 3 ее влияет имеет Павление тчиска членов новой послед: (С кошчмой Кратиостын Конечного ограничен последовать предел, предел о последовательность Если Противоречие равен в. Если"
MatAn-Sep18-05,"1Уп-вК КЕ Пусть Ойт вет Лз Эда найдется М-тах схемме Пусть и в на Ойт Предпо противного тогда 7. Возьмем противоречит переход Замечания Лемма Оложим И уся. ХиСУи Пусть 1. неравенстве ЕМ1, МгУ больших п. такое М, Предельный Ойт Уп и 3М2 -) при 1Уп-в КЕ вке НИЗЛУ 1Уи-ВЕЕ и Уи-вКЕ вет условию номер Выполнения Возьмем Достаточно Найден при ИЗЛ) Ихм-аке -), аДв."
MatAn-Sep18-06,"Знака. вет Свойство Свойства. 8 Следствие имеют тот же 2. Хи-Сто Пусть не обя, Хи-в, то вет Возьмем вета,67 Строгое 2. Если 1. Есхи ге при Низл Я св-вом члены последней Зательио вет Тхи-И-Е З. Если означает, ГЧ Пусть неравенство пользуемся СтабилиЗация -е сохраняется Ойтхи-а Ойт ) Знак Д-во: Га,67 и"
MatAn-Sep18-07,"двух вет Ху-С Отт Уи-От Сейт уп-е. М,т.г. вош при з Хи супс 2 Эп С-4Е (Ги-в)Е Эи-С по лемне вйт Если ИХц-ИСЕ Хи-Ит Нпел) Возьмем выполнения Ди САЕ Себт Уи-От Следствие больших Милиц Если для иер-ва при при Замечание Д-во: найдется при ПЭЛУ Теорема о при п злУ милиционерах при ПЗЛУ Достаточно Обт т-е.1Уч-еКЕ"
MatAn-Sep18-08,"Его верхних граф А-наим. из 6) Ч такой 3. -)"" имеет чего есть 5ир. Я З. предел Ограничена возраст , К"" есяч эху последнее Абывающая 7) при по Зафиксируем последоват имеет границ пусть имеет найдется послед что Атхи-бир возрасте сверху без проиотоимости , Возрастающая Д-во: 1. послед индекс верхняя ограниченная Моиотоииая имеет Теорема граница предел предел поскольку Апеал обозначим его Ф. снизу послед (св-во праническая сверху Ограничено -) йтх.-а. 2. У Проверим Убывает А-бир Ехл"
MatAn-Sep18-09,Возьмем Д-во Апел верхн. .-б М. программ г: последоват Сет гранич М огранич Теорема Тогда при ХпУп-б М. Уп- огранич Последовать бескошечно Опр. рани Ат Хи-О Ойш хи Уи-О Пусть малая (Хи Упр. последовать б.М. и от Найдется ХиУт-б. М. Поскольку Пример: Произведение
MatAn-Sep18-10,последоват. И Осталось Об 2. Ойт гастности 4. возьмен вйт Отт Его и Теорема 2. вйти Если Уп70 Зафиксируем гариЕгметических Ойт Тогда 1. вет Упел Д -во: 1. действиях Пусть Наук)-О т ав пределами вт Низл (Уч-в) - боМ. Уи-огранич . - ав
MatAn-Sep18-11,"найдется Н. вепл Возьмем Достатошо расшифровка ТУи1:161 о двух нилиц (1Хив вот найдется пел 4. Если Уп Тогда Л1, э-то, что Гето"
